Top 10 Country,Country,Type of Visa
Portugal,Sweden,visa-free
Portugal,Switzerland,visa-free
Portugal,Syria,visa required
Portugal,Taiwan,visa-free
Portugal,Tajikistan,visa required
Portugal,Tanzania,visa on arrival
Portugal,Thailand,visa-free
Portugal,Timor-Leste,visa-free
Portugal,Togo,visa on arrival
Portugal,Tonga,visa-free
Portugal,Trinidad and Tobago,visa-free
Portugal,Tunisia,visa-free
Portugal,Turkey,visa on arrival / eVisa
Portugal,Turkmenistan,visa required
Portugal,Tuvalu,visa-free
Portugal,Uganda,visa on arrival
Portugal,Ukraine,visa-free
Portugal,United Arab Emirates,visa-free
Portugal,United Kingdom,visa-free
Portugal,United States of America,eTA
Portugal,Uruguay,visa-free
Portugal,Uzbekistan,visa required
Portugal,Vanuatu,visa-free
Portugal,Vatican City,visa-free
Portugal,Venezuela,visa-free
Portugal,Viet Nam,visa required
Portugal,Yemen,visa required
Portugal,Zambia,visa on arrival
Portugal,Zimbabwe,visa on arrival
Switzerland,Afghanistan,visa required
Switzerland,Albania,visa-free
Switzerland,Algeria,visa required
Switzerland,Andorra,visa-free
Switzerland,Angola,visa required
Switzerland,Antigua and Barbuda,visa-free
Switzerland,Argentina,visa-free
Switzerland,Armenia,visa-free
Switzerland,Australia,eTA
Switzerland,Austria,visa-free
Switzerland,Azerbaijan,visa required / eVisa
Switzerland,Bahamas,visa-free
Switzerland,Bahrain,visa on arrival
Switzerland,Bangladesh,visa on arrival
Switzerland,Barbados,visa-free
Switzerland,Belarus,visa-free
Switzerland,Belgium,visa-free
Switzerland,Belize,visa-free
Switzerland,Benin,visa required
Switzerland,Bhutan,visa required
Switzerland,Bolivia,visa-free
Switzerland,Bosnia and Herzegovina,visa-free
Switzerland,Botswana,visa-free
Switzerland,Brazil,visa-free
Switzerland,Brunei,visa-free
Switzerland,Bulgaria,visa-free
Switzerland,Burkina Faso,visa on arrival
Switzerland,Burundi,visa required
Switzerland,Cambodia,visa on arrival / eVisa
Switzerland,Cameroon,visa required
Switzerland,Canada,eTA
Switzerland,Cape Verde,visa on arrival
Switzerland,Central African Republic,visa required
Switzerland,Chad,visa required
Switzerland,Chile,visa-free
Switzerland,China,visa required
Switzerland,Colombia,visa-free
Switzerland,Comoros,visa on arrival
Switzerland,Congo,visa required
Switzerland,Congo (Dem. Rep.),visa required
Switzerland,Costa Rica,visa-free
Switzerland,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Switzerland,Croatia,visa-free
Switzerland,Cuba,visa required
Switzerland,Cyprus,visa-free
Switzerland,Czechia,visa-free
Switzerland,Denmark,visa-free
Switzerland,Djibouti,visa on arrival
Switzerland,Dominica,visa-free
Switzerland,Dominican Republic,visa-free
Switzerland,Ecuador,visa-free
Switzerland,Egypt,visa on arrival
Switzerland,El Salvador,visa-free
Switzerland,Equatorial Guinea,visa required
Switzerland,Eritrea,visa required
Switzerland,Estonia,visa-free
Switzerland,Ethiopia,visa on arrival
Switzerland,Fiji,visa-free
Switzerland,Finland,visa-free
Switzerland,France,visa-free
Switzerland,Gabon,visa required / eVisa
Switzerland,Gambia,visa-free
Switzerland,Georgia,visa-free
Switzerland,Germany,visa-free
Switzerland,Ghana,visa required
Switzerland,Greece,visa-free
Switzerland,Grenada,visa-free
Switzerland,Guatemala,visa-free
Switzerland,Guinea,visa required
Switzerland,Guinea-Bissau,visa on arrival
Switzerland,Guyana,visa-free
Switzerland,Haiti,visa-free
Switzerland,Honduras,visa-free
Switzerland,Hong Kong,visa-free
Switzerland,Hungary,visa-free
Switzerland,Iceland,visa-free
Switzerland,India,e-Visa
Switzerland,Indonesia,visa-free
Switzerland,Iran,visa on arrival
Switzerland,Iraq,visa required
Switzerland,Ireland,visa-free
Switzerland,Israel,visa-free
Switzerland,Italy,visa-free
Switzerland,Jamaica,visa-free
Switzerland,Japan,visa-free
Switzerland,Jordan,visa on arrival
Switzerland,Kazakhstan,visa-free
Switzerland,Kenya,visa on arrival / eVisa
Switzerland,Kiribati,visa-free
Switzerland,Kosovo,visa-free
Switzerland,Kuwait,visa on arrival / eVisa
Switzerland,Kyrgyzstan,visa-free
Switzerland,Laos,visa-free
Switzerland,Latvia,visa-free
Switzerland,Lebanon,visa on arrival
Switzerland,Lesotho,visa-free
Switzerland,Liberia,visa required
Switzerland,Libya,visa required
Switzerland,Liechtenstein,visa-free
Switzerland,Lithuania,visa-free
Switzerland,Luxembourg,visa-free
Switzerland,Macao,visa-free
Switzerland,Macedonia (FYROM),visa-free
Switzerland,Madagascar,visa on arrival
Switzerland,Malawi,visa on arrival
Switzerland,Malaysia,visa-free
Switzerland,Maldives,visa on arrival
Switzerland,Mali,visa required
Switzerland,Malta,visa-free
Switzerland,Marshall Islands,visa-free
Switzerland,Mauritania,visa on arrival
Switzerland,Mauritius,visa-free
Switzerland,Mexico,visa-free
Switzerland,Micronesia,visa-free
Switzerland,Moldova,visa-free
Switzerland,Monaco,visa-free
Switzerland,Mongolia,visa required
Switzerland,Montenegro,visa-free
Switzerland,Morocco,visa-free
Switzerland,Mozambique,visa on arrival
Switzerland,Myanmar [Burma],visa required / eVisa
Switzerland,Namibia,visa-free
Switzerland,Nauru,visa required
Switzerland,Nepal,visa on arrival
Switzerland,Netherlands,visa-free
Switzerland,New Zealand,visa-free
Switzerland,Nicaragua,visa-free
Switzerland,Niger,visa required
Switzerland,Nigeria,visa required
Switzerland,North Korea,visa required
Switzerland,Norway,visa-free
Switzerland,Oman,visa on arrival
Switzerland,Pakistan,visa required
Switzerland,Palau,visa on arrival
Switzerland,Palestinian Territories,visa-free
Switzerland,Panama,visa-free
Switzerland,Papua New Guinea,visa on arrival
Switzerland,Paraguay,visa-free
Switzerland,Peru,visa-free
Switzerland,Philippines,visa-free
Switzerland,Poland,visa-free
Switzerland,Portugal,visa-free
Switzerland,Qatar,Visa waiver on arrival
Switzerland,Romania,visa-free
Switzerland,Russian Federation,visa required
Switzerland,Rwanda,visa required / eVisa
Switzerland,Saint Kitts and Nevis,visa-free
Switzerland,Saint Lucia,visa-free
Switzerland,Samoa,visa on arrival
Switzerland,San Marino,visa-free
Switzerland,Sao Tome and Principe,visa-free
Switzerland,Saudi Arabia,visa required
Switzerland,Senegal,visa-free
Switzerland,Serbia,visa-free
Switzerland,Seychelles,visitor’s permit
Switzerland,Sierra Leone,visa required
Switzerland,Singapore,visa-free
Switzerland,Slovakia,visa-free
Switzerland,Slovenia,visa-free
Switzerland,Solomon Islands,visa-free
Switzerland,Somalia,visa required
Switzerland,South Africa,visa-free
Switzerland,South Korea,visa-free
Switzerland,South Sudan,visa required
Switzerland,Spain,visa-free
Switzerland,Sri Lanka,eTA
Switzerland,St. Vincent and the Grenadines,visa-free
Switzerland,Sudan,visa required
Switzerland,Suriname,visa on arrival
Switzerland,Swaziland,visa-free
Switzerland,Sweden,visa-free
Switzerland,Switzerland,
Switzerland,Syria,visa required
Switzerland,Taiwan,visa-free
Switzerland,Tajikistan,visa required
Switzerland,Tanzania,visa on arrival
Switzerland,Thailand,visa-free
Switzerland,Timor-Leste,visa-free
Switzerland,Togo,visa on arrival
Switzerland,Tonga,visa-free
Switzerland,Trinidad and Tobago,visa-free
Switzerland,Tunisia,visa-free
Switzerland,Turkey,visa-free
Switzerland,Turkmenistan,visa required
Switzerland,Tuvalu,visa-free
Switzerland,Uganda,visa on arrival
Switzerland,Ukraine,visa-free
Switzerland,United Arab Emirates,visa-free
Switzerland,United Kingdom,visa-free
Switzerland,United States of America,eTA
Switzerland,Uruguay,visa-free
Switzerland,Uzbekistan,visa required
Switzerland,Vanuatu,visa-free
Switzerland,Vatican City,visa-free
Switzerland,Venezuela,visa-free
Switzerland,Viet Nam,visa required
Switzerland,Yemen,visa required
Switzerland,Zambia,visa on arrival
Switzerland,Zimbabwe,visa on arrival
Canada,Afghanistan,visa required
Canada,Albania,visa-free
Canada,Algeria,visa required
Canada,Andorra,visa-free
Canada,Angola,visa required
Canada,Antigua and Barbuda,visa-free
Canada,Argentina,visa-free
Canada,Armenia,visa on arrival
Canada,Australia,eTA
Canada,Austria,visa-free
Canada,Azerbaijan,visa required / eVisa
Canada,Bahamas,visa-free
Canada,Bahrain,visa on arrival
Canada,Bangladesh,visa on arrival
Canada,Barbados,visa-free
Canada,Belarus,visa-free
Canada,Belgium,visa-free
Canada,Belize,visa-free
Canada,Benin,visa required
Canada,Bhutan,visa required
Canada,Bolivia,visa-free
Canada,Bosnia and Herzegovina,visa-free
Canada,Botswana,visa-free
Canada,Brazil,visa required
Canada,Brunei,visa-free
Canada,Bulgaria,visa-free
Canada,Burkina Faso,visa on arrival
Canada,Burundi,visa required
Canada,Cambodia,visa on arrival / eVisa
Canada,Cameroon,visa required
Canada,Canada,
Canada,Cape Verde,visa on arrival
Canada,Central African Republic,visa required
Canada,Chad,visa required
Canada,Chile,visa-free
Canada,China,visa required
Canada,Colombia,visa-free
Canada,Comoros,visa on arrival
Canada,Congo,visa required
Canada,Congo (Dem. Rep.),visa required
Canada,Costa Rica,visa-free
Canada,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Canada,Croatia,visa-free
Canada,Cuba,visa required
Canada,Cyprus,visa-free
Canada,Czechia,visa-free
Canada,Denmark,visa-free
Canada,Djibouti,visa on arrival
Canada,Dominica,visa-free
Canada,Dominican Republic,visa-free
Canada,Ecuador,visa-free
Canada,Egypt,visa on arrival
Canada,El Salvador,visa-free
Canada,Equatorial Guinea,visa required
Canada,Eritrea,visa required
Canada,Estonia,visa-free
Canada,Ethiopia,visa on arrival
Canada,Fiji,visa-free
Canada,Finland,visa-free
Canada,France,visa-free
Canada,Gabon,visa required / eVisa
Canada,Gambia,visa-free
Canada,Georgia,visa-free
Canada,Germany,visa-free
Canada,Ghana,visa required
Canada,Greece,visa-free
Canada,Grenada,visa-free
Canada,Guatemala,visa-free
Canada,Guinea,visa required
Canada,Guinea-Bissau,visa on arrival
Canada,Guyana,visa-free
Canada,Haiti,visa-free
Canada,Honduras,visa-free
Canada,Hong Kong,visa-free
Canada,Hungary,visa-free
Canada,Iceland,visa-free
Canada,India,e-Visa
Canada,Indonesia,visa-free
Canada,Iran,visa required
Canada,Iraq,visa required
Canada,Ireland,visa-free
Canada,Israel,visa-free
Canada,Italy,visa-free
Canada,Jamaica,visa-free
Canada,Japan,visa-free
Canada,Jordan,visa on arrival
Canada,Kazakhstan,visa-free
Canada,Kenya,visa on arrival / eVisa
Canada,Kiribati,visa-free
Canada,Kosovo,visa-free
Canada,Kuwait,visa on arrival / eVisa
Canada,Kyrgyzstan,visa-free
Canada,Laos,visa on arrival
Canada,Latvia,visa-free
Canada,Lebanon,visa on arrival
Canada,Lesotho,visa-free
Canada,Liberia,visa required
Canada,Libya,visa required
Canada,Liechtenstein,visa-free
Canada,Lithuania,visa-free
Canada,Luxembourg,visa-free
Canada,Macao,visa-free
Canada,Macedonia (FYROM),visa-free
Canada,Madagascar,visa on arrival
Canada,Malawi,visa on arrival
Canada,Malaysia,visa-free
Canada,Maldives,visa on arrival
Canada,Mali,visa required
Canada,Malta,visa-free
Canada,Marshall Islands,visa on arrival
Canada,Mauritania,visa on arrival
Canada,Mauritius,visa-free
Canada,Mexico,visa-free
Canada,Micronesia,visa-free
Canada,Moldova,visa-free
Canada,Monaco,visa-free
Canada,Mongolia,visa-free
Canada,Montenegro,visa-free
Canada,Morocco,visa-free
Canada,Mozambique,visa on arrival
Canada,Myanmar [Burma],visa required / eVisa
Canada,Namibia,visa-free
Canada,Nauru,visa required
Canada,Nepal,visa on arrival
Canada,Netherlands,visa-free
Canada,New Zealand,visa-free
Canada,Nicaragua,visa-free
Canada,Niger,visa required
Canada,Nigeria,visa required
Canada,North Korea,visa required
Canada,Norway,visa-free
Canada,Oman,visa on arrival
Canada,Pakistan,visa required
Canada,Palau,visa on arrival
Canada,Palestinian Territories,visa-free
Canada,Panama,visa-free
Canada,Papua New Guinea,visa on arrival
Canada,Paraguay,visa on arrival
Canada,Peru,visa-free
Canada,Philippines,visa-free
Canada,Poland,visa-free
Canada,Portugal,visa-free
Canada,Qatar,Visa waiver on arrival
Canada,Romania,visa-free
Canada,Russian Federation,visa required
Canada,Rwanda,visa required / eVisa
Canada,Saint Kitts and Nevis,visa-free
Canada,Saint Lucia,visa-free
Canada,Samoa,visa on arrival
Canada,San Marino,visa-free
Canada,Sao Tome and Principe,visa-free
Canada,Saudi Arabia,visa required
Canada,Senegal,visa-free
Canada,Serbia,visa-free
Canada,Seychelles,visa-free
Canada,Sierra Leone,visa required
Canada,Singapore,visa-free
Canada,Slovakia,visa-free
Canada,Slovenia,visa-free
Canada,Solomon Islands,visa on arrival
Canada,Somalia,visa required
Canada,South Africa,visa-free
Canada,South Korea,visa-free
Canada,South Sudan,visa required
Canada,Spain,visa-free
Canada,Sri Lanka,eTA
Canada,St. Vincent and the Grenadines,visa-free
Canada,Sudan,visa required
Canada,Suriname,visa on arrival
Canada,Swaziland,visa-free
Canada,Sweden,visa-free
Canada,Switzerland,visa-free
Canada,Syria,visa required
Canada,Taiwan,visa-free
Canada,Tajikistan,visa required
Canada,Tanzania,visa on arrival
Canada,Thailand,visa-free
Canada,Timor-Leste,visa on arrival
Canada,Togo,visa on arrival
Canada,Tonga,visa on arrival
Canada,Trinidad and Tobago,visa-free
Canada,Tunisia,visa-free
Canada,Turkey,visa on arrival / eVisa
Canada,Turkmenistan,visa required
Canada,Tuvalu,visa on arrival
Canada,Uganda,visa on arrival
Canada,Ukraine,visa-free
Canada,United Arab Emirates,visa on arrival
Canada,United Kingdom,visa-free
Canada,United States of America,visa-free
Canada,Uruguay,visa-free
Canada,Uzbekistan,visa required
Canada,Vanuatu,visa-free
Canada,Vatican City,visa-free
Canada,Venezuela,visa-free
Canada,Viet Nam,visa required
Canada,Yemen,visa required
Canada,Zambia,visa on arrival
Canada,Zimbabwe,visa on arrival
Ireland,Afghanistan,visa required
Ireland,Albania,visa-free
Ireland,Algeria,visa required
Ireland,Andorra,visa-free
Ireland,Angola,visa required
Ireland,Antigua and Barbuda,visa-free
Ireland,Argentina,visa-free
Ireland,Armenia,visa-free
Ireland,Australia,eTA
Ireland,Austria,visa-free
Ireland,Azerbaijan,visa required / eVisa
Ireland,Bahamas,visa-free
Ireland,Bahrain,visa on arrival
Ireland,Bangladesh,visa on arrival
Ireland,Barbados,visa-free
Ireland,Belarus,visa-free
Ireland,Belgium,visa-free
Ireland,Belize,visa-free
Ireland,Benin,visa required
Ireland,Bhutan,visa required
Ireland,Bolivia,visa-free
Ireland,Bosnia and Herzegovina,visa-free
Ireland,Botswana,visa-free
Ireland,Brazil,visa-free
Ireland,Brunei,visa-free
Ireland,Bulgaria,visa-free
Ireland,Burkina Faso,visa on arrival
Ireland,Burundi,visa required
Ireland,Cambodia,visa on arrival / eVisa
Ireland,Cameroon,visa required
Ireland,Canada,eTA
Ireland,Cape Verde,visa on arrival
Ireland,Central African Republic,visa required
Ireland,Chad,visa required
Ireland,Chile,visa-free
Ireland,China,visa required
Ireland,Colombia,visa-free
Ireland,Comoros,visa on arrival
Ireland,Congo,visa required
Ireland,Congo (Dem. Rep.),visa required
Ireland,Costa Rica,visa-free
Ireland,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Ireland,Croatia,visa-free
Ireland,Cuba,visa required
Ireland,Cyprus,visa-free
Ireland,Czechia,visa-free
Ireland,Denmark,visa-free
Ireland,Djibouti,visa on arrival
Ireland,Dominica,visa-free
Ireland,Dominican Republic,visa-free
Ireland,Ecuador,visa-free
Ireland,Egypt,visa on arrival
Ireland,El Salvador,visa-free
Ireland,Equatorial Guinea,visa required
Ireland,Eritrea,visa required
Ireland,Estonia,visa-free
Ireland,Ethiopia,visa on arrival
Ireland,Fiji,visa-free
Ireland,Finland,visa-free
Ireland,France,visa-free
Ireland,Gabon,visa required / eVisa
Ireland,Gambia,visa-free
Ireland,Georgia,visa-free
Ireland,Germany,visa-free
Ireland,Ghana,visa required
Ireland,Greece,visa-free
Ireland,Grenada,visa-free
Ireland,Guatemala,visa-free
Ireland,Guinea,visa required
Ireland,Guinea-Bissau,visa on arrival
Ireland,Guyana,visa-free
Ireland,Haiti,visa-free
Ireland,Honduras,visa-free
Ireland,Hong Kong,visa-free
Ireland,Hungary,visa-free
Ireland,Iceland,visa-free
Ireland,India,e-Visa
Ireland,Indonesia,visa-free
Ireland,Iran,visa on arrival
Ireland,Iraq,visa required
Ireland,Ireland,
Ireland,Israel,visa-free
Ireland,Italy,visa-free
Ireland,Jamaica,visa-free
Ireland,Japan,visa-free
Ireland,Jordan,visa on arrival
Ireland,Kazakhstan,visa-free
Ireland,Kenya,visa on arrival / eVisa
Ireland,Kiribati,visa-free
Ireland,Kosovo,visa-free
Ireland,Kuwait,visa on arrival / eVisa
Ireland,Kyrgyzstan,visa-free
Ireland,Laos,visa on arrival
Ireland,Latvia,visa-free
Ireland,Lebanon,visa on arrival
Ireland,Lesotho,visa-free
Ireland,Liberia,visa required
Ireland,Libya,visa required
Ireland,Liechtenstein,visa-free
Ireland,Lithuania,visa-free
Ireland,Luxembourg,visa-free
Ireland,Macao,visa-free
Ireland,Macedonia (FYROM),visa-free
Ireland,Madagascar,visa on arrival
Ireland,Malawi,visa on arrival
Ireland,Malaysia,visa-free
Ireland,Maldives,visa on arrival
Ireland,Mali,visa required
Ireland,Malta,visa-free
Ireland,Marshall Islands,visa on arrival
Ireland,Mauritania,visa on arrival
Ireland,Mauritius,visa-free
Ireland,Mexico,visa-free
Ireland,Micronesia,visa-free
Ireland,Moldova,visa-free
Ireland,Monaco,visa-free
Ireland,Mongolia,visa required
Ireland,Montenegro,visa-free
Ireland,Morocco,visa-free
Ireland,Mozambique,visa on arrival
Ireland,Myanmar [Burma],visa required / eVisa
Ireland,Namibia,visa-free
Ireland,Nauru,visa required
Ireland,Nepal,visa on arrival
Ireland,Netherlands,visa-free
Ireland,New Zealand,visa-free
Ireland,Nicaragua,visa-free
Ireland,Niger,visa required
Ireland,Nigeria,visa required
Ireland,North Korea,visa required
Ireland,Norway,visa-free
Ireland,Oman,visa on arrival
Ireland,Pakistan,visa required
Ireland,Palau,visa on arrival
Ireland,Palestinian Territories,visa-free
Ireland,Panama,visa-free
Ireland,Papua New Guinea,visa on arrival
Ireland,Paraguay,visa-free
Ireland,Peru,visa-free
Ireland,Philippines,visa-free
Ireland,Poland,visa-free
Ireland,Portugal,visa-free
Ireland,Qatar,Visa waiver on arrival
Ireland,Romania,visa-free
Ireland,Russian Federation,visa required
Ireland,Rwanda,visa required / eVisa
Ireland,Saint Kitts and Nevis,visa-free
Ireland,Saint Lucia,visa-free
Ireland,Samoa,visa on arrival
Ireland,San Marino,visa-free
Ireland,Sao Tome and Principe,visa-free
Ireland,Saudi Arabia,visa required
Ireland,Senegal,visa-free
Ireland,Serbia,visa-free
Ireland,Seychelles,visitor’s permit
Ireland,Sierra Leone,visa required
Ireland,Singapore,visa-free
Ireland,Slovakia,visa-free
Ireland,Slovenia,visa-free
Ireland,Solomon Islands,visa-free
Ireland,Somalia,visa required
Ireland,South Africa,visa-free
Ireland,South Korea,visa-free
Ireland,South Sudan,visa required
Ireland,Spain,visa-free
Ireland,Sri Lanka,eTA
Ireland,St. Vincent and the Grenadines,visa-free
Ireland,Sudan,visa required
Ireland,Suriname,visa required
Ireland,Swaziland,visa-free
Ireland,Sweden,visa-free
Ireland,Switzerland,visa-free
Ireland,Syria,visa required
Ireland,Taiwan,visa-free
Ireland,Tajikistan,visa required
Ireland,Tanzania,visa on arrival
Ireland,Thailand,visa-free
Ireland,Timor-Leste,visa on arrival
Ireland,Togo,visa on arrival
Ireland,Tonga,visa on arrival
Ireland,Trinidad and Tobago,visa-free
Ireland,Tunisia,visa-free
Ireland,Turkey,visa on arrival / eVisa
Ireland,Turkmenistan,visa required
Ireland,Tuvalu,visa on arrival
Ireland,Uganda,visa on arrival
Ireland,Ukraine,visa-free
Ireland,United Arab Emirates,visa on arrival
Ireland,United Kingdom,visa-free
Ireland,United States of America,eTA
Ireland,Uruguay,visa-free
Ireland,Uzbekistan,visa required
Ireland,Vanuatu,visa-free
Ireland,Vatican City,visa-free
Ireland,Venezuela,visa-free
Ireland,Viet Nam,visa required
Ireland,Yemen,visa required
Ireland,Zambia,visa-free
Ireland,Zimbabwe,visa on arrival
Malaysia,Afghanistan,visa required
Malaysia,Albania,visa-free
Malaysia,Algeria,visa-free
Malaysia,Andorra,visa-free
Malaysia,Angola,visa required
Malaysia,Antigua and Barbuda,visa-free
Malaysia,Argentina,visa-free
Malaysia,Armenia,visa on arrival
Malaysia,Australia,eTA
Malaysia,Austria,visa-free
Malaysia,Azerbaijan,visa on arrival
Malaysia,Bahamas,visa-free
Malaysia,Bahrain,visa on arrival
Malaysia,Bangladesh,visa on arrival
Malaysia,Barbados,visa-free
Malaysia,Belarus,visa-free
Malaysia,Belgium,visa-free
Malaysia,Belize,visa-free
Malaysia,Benin,visa required
Malaysia,Bhutan,visa required
Malaysia,Bolivia,visa on arrival
Malaysia,Bosnia and Herzegovina,visa-free
Malaysia,Botswana,visa-free
Malaysia,Brazil,visa-free
Malaysia,Brunei,visa-free
Malaysia,Bulgaria,visa-free
Malaysia,Burkina Faso,visa required
Malaysia,Burundi,visa required
Malaysia,Cambodia,visa-free
Malaysia,Cameroon,visa required
Malaysia,Canada,visa required
Malaysia,Cape Verde,visa on arrival
Malaysia,Central African Republic,visa required
Malaysia,Chad,visa required
Malaysia,Chile,visa-free
Malaysia,China,visa required
Malaysia,Colombia,visa-free
Malaysia,Comoros,visa on arrival
Malaysia,Congo,visa required
Malaysia,Congo (Dem. Rep.),visa required
Malaysia,Costa Rica,visa-free
Malaysia,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Malaysia,Croatia,visa-free
Malaysia,Cuba,visa-free
Malaysia,Cyprus,visa-free
Malaysia,Czechia,visa-free
Malaysia,Denmark,visa-free
Malaysia,Djibouti,visa on arrival
Malaysia,Dominica,visa-free
Malaysia,Dominican Republic,visa-free
Malaysia,Ecuador,visa-free
Malaysia,Egypt,visa on arrival
Malaysia,El Salvador,visa-free
Malaysia,Equatorial Guinea,visa required
Malaysia,Eritrea,visa required
Malaysia,Estonia,visa-free
Malaysia,Ethiopia,visa required
Malaysia,Fiji,visa-free
Malaysia,Finland,visa-free
Malaysia,France,visa-free
Malaysia,Gabon,visa required / eVisa
Malaysia,Gambia,visa-free
Malaysia,Georgia,visa-free
Malaysia,Germany,visa-free
Malaysia,Ghana,visa required
Malaysia,Greece,visa-free
Malaysia,Grenada,visa-free
Malaysia,Guatemala,visa-free
Malaysia,Guinea,visa required
Malaysia,Guinea-Bissau,visa on arrival
Malaysia,Guyana,visa-free
Malaysia,Haiti,visa-free
Malaysia,Honduras,visa-free
Malaysia,Hong Kong,visa-free
Malaysia,Hungary,visa-free
Malaysia,Iceland,visa-free
Malaysia,India,e-Visa
Malaysia,Indonesia,visa-free
Malaysia,Iran,visa-free
Malaysia,Iraq,visa required
Malaysia,Ireland,visa-free
Malaysia,Israel,visa required
Malaysia,Italy,visa-free
Malaysia,Jamaica,visa-free
Malaysia,Japan,visa-free
Malaysia,Jordan,visa on arrival
Malaysia,Kazakhstan,visa-free
Malaysia,Kenya,visa-free
Malaysia,Kiribati,visa-free
Malaysia,Kosovo,visa-free
Malaysia,Kuwait,visa on arrival / eVisa
Malaysia,Kyrgyzstan,visa-free
Malaysia,Laos,visa-free
Malaysia,Latvia,visa-free
Malaysia,Lebanon,visa on arrival
Malaysia,Lesotho,visa-free
Malaysia,Liberia,visa required
Malaysia,Libya,visa required
Malaysia,Liechtenstein,visa-free
Malaysia,Lithuania,visa-free
Malaysia,Luxembourg,visa-free
Malaysia,Macao,visa-free
Malaysia,Macedonia (FYROM),visa-free
Malaysia,Madagascar,visa on arrival
Malaysia,Malawi,visa-free
Malaysia,Malaysia,
Malaysia,Maldives,visa on arrival
Malaysia,Mali,visa required
Malaysia,Malta,visa-free
Malaysia,Marshall Islands,visa on arrival
Malaysia,Mauritania,visa on arrival
Malaysia,Mauritius,visa-free
Malaysia,Mexico,visa-free
Malaysia,Micronesia,visa-free
Malaysia,Moldova,visa-free
Malaysia,Monaco,visa-free
Malaysia,Mongolia,visa-free
Malaysia,Montenegro,visa-free
Malaysia,Morocco,visa required
Malaysia,Mozambique,visa on arrival
Malaysia,Myanmar [Burma],visa required / eVisa
Malaysia,Namibia,visa-free
Malaysia,Nauru,visa required
Malaysia,Nepal,visa on arrival
Malaysia,Netherlands,visa-free
Malaysia,New Zealand,visa-free
Malaysia,Nicaragua,visa-free
Malaysia,Niger,visa required
Malaysia,Nigeria,visa required
Malaysia,North Korea,visa required
Malaysia,Norway,visa-free
Malaysia,Oman,visa on arrival
Malaysia,Pakistan,visa required
Malaysia,Palau,visa on arrival
Malaysia,Palestinian Territories,visa-free
Malaysia,Panama,visa-free
Malaysia,Papua New Guinea,visa on arrival
Malaysia,Paraguay,visa required
Malaysia,Peru,visa-free
Malaysia,Philippines,visa-free
Malaysia,Poland,visa-free
Malaysia,Portugal,visa-free
Malaysia,Qatar,Visa waiver on arrival
Malaysia,Romania,visa-free
Malaysia,Russian Federation,visa required
Malaysia,Rwanda,visa required / eVisa
Malaysia,Saint Kitts and Nevis,visa-free
Malaysia,Saint Lucia,visa on arrival
Malaysia,Samoa,visa on arrival
Malaysia,San Marino,visa-free
Malaysia,Sao Tome and Principe,visa required / eVisa
Malaysia,Saudi Arabia,visa required
Malaysia,Senegal,visa-free
Malaysia,Serbia,visa-free
Malaysia,Seychelles,visitor’s permit
Malaysia,Sierra Leone,visa required
Malaysia,Singapore,visa-free
Malaysia,Slovakia,visa-free
Malaysia,Slovenia,visa-free
Malaysia,Solomon Islands,visa on arrival
Malaysia,Somalia,visa required
Malaysia,South Africa,visa-free
Malaysia,South Korea,visa-free
Malaysia,South Sudan,visa required
Malaysia,Spain,visa-free
Malaysia,Sri Lanka,eTA
Malaysia,St. Vincent and the Grenadines,visa-free
Malaysia,Sudan,visa on arrival
Malaysia,Suriname,visa-free
Malaysia,Swaziland,visa-free
Malaysia,Sweden,visa-free
Malaysia,Switzerland,visa-free
Malaysia,Syria,visa required
Malaysia,Taiwan,visa-free
Malaysia,Tajikistan,visa required
Malaysia,Tanzania,visa-free
Malaysia,Thailand,visa-free
Malaysia,Timor-Leste,visa on arrival
Malaysia,Togo,visa on arrival
Malaysia,Tonga,visa on arrival
Malaysia,Trinidad and Tobago,visa-free
Malaysia,Tunisia,visa-free
Malaysia,Turkey,visa-free
Malaysia,Turkmenistan,visa required
Malaysia,Tuvalu,visa on arrival
Malaysia,Uganda,visa on arrival
Malaysia,Ukraine,visa on arrival
Malaysia,United Arab Emirates,visa on arrival
Malaysia,United Kingdom,visa-free
Malaysia,United States of America,visa required
Malaysia,Uruguay,visa-free
Malaysia,Uzbekistan,visa required
Malaysia,Vanuatu,visa-free
Malaysia,Vatican City,visa-free
Malaysia,Venezuela,visa-free
Malaysia,Viet Nam,visa-free
Malaysia,Yemen,visa on arrival
Malaysia,Zambia,visa-free
Malaysia,Zimbabwe,visa-free
United States of America,Afghanistan,visa required
United States of America,Albania,visa-free
United States of America,Algeria,visa required
United States of America,Andorra,visa-free
United States of America,Angola,visa required
United States of America,Antigua and Barbuda,visa-free
United States of America,Argentina,visa-free
United States of America,Armenia,visa-free
United States of America,Australia,eTA
United States of America,Austria,visa-free
United States of America,Azerbaijan,visa required / eVisa
United States of America,Bahamas,visa-free
United States of America,Bahrain,visa on arrival
United States of America,Bangladesh,visa on arrival
United States of America,Barbados,visa-free
United States of America,Belarus,visa-free
United States of America,Belgium,visa-free
United States of America,Belize,visa-free
United States of America,Benin,visa required
United States of America,Bhutan,visa required
United States of America,Bolivia,visa on arrival
